DATE,day,month,year,RAINs,PRCPs,TMAXs,TMINs,rain_s,PRCPj,SNOWj,SNWDj,TMAXj,TMINj,prec_j,PRCPs1,TMAXs1,TMINs1,rain_s1,PRCPj1,SNOWj1,SNWDj1,TMAXj1,TMINj1,prec_j1,PRCPs2,TMAXs2,TMINs2,rain_s2,PRCPj2,SNOWj2,SNWDj2,TMAXj2,TMINj2,prec_j2,PRCPs3,TMAXs3,TMINs3,RAINs3,rain_s3,PRCPj3,SNOWj3,SNWDj3,TMAXj3,TMINj3,prec_j3
6/25/1969,25,6,1969,TRUE,0.14,65,50,1,0,0,0,64,47,0,0.03,62,50,1,0,0,0,58,46,0,0.58,62,55,1,0.31,0,0,63,47,1,0.05,67,57,1,0.02,0,0,62,47,1,
6/26/1969,26,6,1969,FALSE,0,69,49,0,0,0,0,69,48,0,0.14,65,50,1,0,0,0,64,47,0,0.03,62,50,1,0,0,0,58,46,0,0.58,62,55,1,0.31,0,0,63,47,1,
6/27/1969,27,6,1969,TRUE,0.11,69,53,1,0,0,0,69,44,0,0,69,49,0,0,0,0,69,48,0,0.14,65,50,1,0,0,0,64,47,0,0.03,62,50,1,0,0,0,58,46,0,
6/28/1969,28,6,1969,FALSE,0,69,53,0,0,0,0,73,44,0,0.11,69,53,1,0,0,0,69,44,0,0,69,49,0,0,0,0,69,48,0,0.14,65,50,1,0,0,0,64,47,0,
6/29/1969,29,6,1969,FALSE,0,72,56,0,0,0,0,68,43,0,0,69,53,0,0,0,0,73,44,0,0.11,69,53,1,0,0,0,69,44,0,0,69,49,0,0,0,0,69,48,0,
6/30/1969,30,6,1969,FALSE,0,78,55,0,0,0,0,66,51,0,0,72,56,0,0,0,0,68,43,0,0,69,53,0,0,0,0,73,44,0,0.11,69,53,1,0,0,0,69,44,0,
7/1/1969,1,7,1969,TRUE,0.01,83,57,1,0,0,0,57,48,0,0,78,55,0,0,0,0,66,51,0,0,72,56,0,0,0,0,68,43,0,0,69,53,0,0,0,0,73,44,0,
7/2/1969,2,7,1969,FALSE,0,67,57,0,0,0,0,65,45,0,0.01,83,57,1,0,0,0,57,48,0,0,78,55,0,0,0,0,66,51,0,0,72,56,0,0,0,0,68,43,0,
7/3/1969,3,7,1969,TRUE,0.05,66,53,1,0,0,0,62,45,0,0,67,57,0,0,0,0,65,45,0,0.01,83,57,1,0,0,0,57,48,0,0,78,55,0,0,0,0,66,51,0,
7/4/1969,4,7,1969,TRUE,0.01,68,53,1,0,0,0,61,48,0,0.05,66,53,1,0,0,0,62,45,0,0,67,57,0,0,0,0,65,45,0,0.01,83,57,1,0,0,0,57,48,0,
7/5/1969,5,7,1969,FALSE,0,71,50,0,0,0,0,57,46,0,0.01,68,53,1,0,0,0,61,48,0,0.05,66,53,1,0,0,0,62,45,0,0,67,57,0,0,0,0,65,45,0,
7/6/1969,6,7,1969,FALSE,0,71,53,0,0.18,0,0,56,45,1,0,71,50,0,0,0,0,57,46,0,0.01,68,53,1,0,0,0,61,48,0,0.05,66,53,1,0,0,0,62,45,0,
7/7/1969,7,7,1969,FALSE,0,71,55,0,0.44,0,0,54,45,1,0,71,53,0,0.18,0,0,56,45,1,0,71,50,0,0,0,0,57,46,0,0.01,68,53,1,0,0,0,61,48,0,
7/8/1969,8,7,1969,FALSE,0,78,56,0,2.31,0,0,53,45,1,0,71,55,0,0.44,0,0,54,45,1,0,71,53,0,0.18,0,0,56,45,1,0,71,50,0,0,0,0,57,46,0,
7/9/1969,9,7,1969,FALSE,0,83,57,0,2.62,0,0,53,46,1,0,78,56,0,2.31,0,0,53,45,1,0,71,55,0,0.44,0,0,54,45,1,0,71,53,0,0.18,0,0,56,45,1,
7/10/1969,10,7,1969,TRUE,0.2,63,53,1,0.51,0,0,58,44,1,0,83,57,0,2.62,0,0,53,46,1,0,78,56,0,2.31,0,0,53,45,1,0,71,55,0,0.44,0,0,54,45,1,
7/11/1969,11,7,1969,FALSE,0,72,54,0,0.63,0,0,59,46,1,0.2,63,53,1,0.51,0,0,58,44,1,0,83,57,0,2.62,0,0,53,46,1,0,78,56,0,2.31,0,0,53,45,1,
7/12/1969,12,7,1969,FALSE,0,71,53,0,0.55,0,0,58,48,1,0,72,54,0,0.63,0,0,59,46,1,0.2,63,53,1,0.51,0,0,58,44,1,0,83,57,0,2.62,0,0,53,46,1,
7/13/1969,13,7,1969,FALSE,0,71,54,0,0.94,0,0,55,47,1,0,71,53,0,0.55,0,0,58,48,1,0,72,54,0,0.63,0,0,59,46,1,0.2,63,53,1,0.51,0,0,58,44,1,
7/14/1969,14,7,1969,FALSE,0,71,52,0,0.29,0,0,54,45,1,0,71,54,0,0.94,0,0,55,47,1,0,71,53,0,0.55,0,0,58,48,1,0,72,54,0,0.63,0,0,59,46,1,
7/15/1969,15,7,1969,FALSE,0,76,50,0,0,0,0,57,46,0,0,71,52,0,0.29,0,0,54,45,1,0,71,54,0,0.94,0,0,55,47,1,0,71,53,0,0.55,0,0,58,48,1,
7/16/1969,16,7,1969,FALSE,0,78,52,0,0,0,0,61,45,0,0,76,50,0,0,0,0,57,46,0,0,71,52,0,0.29,0,0,54,45,1,0,71,54,0,0.94,0,0,55,47,1,
7/17/1969,17,7,1969,FALSE,0,78,51,0,0,0,0,62,45,0,0,78,52,0,0,0,0,61,45,0,0,76,50,0,0,0,0,57,46,0,0,71,52,0,0.29,0,0,54,45,1,
7/18/1969,18,7,1969,FALSE,0,81,52,0,0,0,0,68,45,0,0,78,51,0,0,0,0,62,45,0,0,78,52,0,0,0,0,61,45,0,0,76,50,0,0,0,0,57,46,0,
7/19/1969,19,7,1969,FALSE,0,84,54,0,0.08,0,0,72,47,1,0,81,52,0,0,0,0,68,45,0,0,78,51,0,0,0,0,62,45,0,0,78,52,0,0,0,0,61,45,0,
7/20/1969,20,7,1969,FALSE,0,68,54,0,0.3,0,0,57,47,1,0,84,54,0,0.08,0,0,72,47,1,0,81,52,0,0,0,0,68,45,0,0,78,51,0,0,0,0,62,45,0,
7/21/1969,21,7,1969,FALSE,0,77,51,0,0.49,0,0,62,43,1,0,68,54,0,0.3,0,0,57,47,1,0,84,54,0,0.08,0,0,72,47,1,0,81,52,0,0,0,0,68,45,0,
7/22/1969,22,7,1969,FALSE,0,85,57,0,0.76,0,0,51,44,1,0,77,51,0,0.49,0,0,62,43,1,0,68,54,0,0.3,0,0,57,47,1,0,84,54,0,0.08,0,0,72,47,1,
7/23/1969,23,7,1969,FALSE,0,85,61,0,0.52,0,0,52,43,1,0,85,57,0,0.76,0,0,51,44,1,0,77,51,0,0.49,0,0,62,43,1,0,68,54,0,0.3,0,0,57,47,1,
7/24/1969,24,7,1969,FALSE,0,79,56,0,0.27,0,0,56,43,1,0,85,61,0,0.52,0,0,52,43,1,0,85,57,0,0.76,0,0,51,44,1,0,77,51,0,0.49,0,0,62,43,1,
7/25/1969,25,7,1969,FALSE,0,73,53,0,1.3,0,0,53,48,1,0,79,56,0,0.27,0,0,56,43,1,0,85,61,0,0.52,0,0,52,43,1,0,85,57,0,0.76,0,0,51,44,1,
7/26/1969,26,7,1969,FALSE,0,78,52,0,1,0,0,54,48,1,0,73,53,0,1.3,0,0,53,48,1,0,79,56,0,0.27,0,0,56,43,1,0,85,61,0,0.52,0,0,52,43,1,
7/27/1969,27,7,1969,FALSE,0,81,56,0,0.16,0,0,64,43,1,0,78,52,0,1,0,0,54,48,1,0,73,53,0,1.3,0,0,53,48,1,0,79,56,0,0.27,0,0,56,43,1,
7/28/1969,28,7,1969,FALSE,0,70,55,0,0,0,0,64,41,0,0,81,56,0,0.16,0,0,64,43,1,0,78,52,0,1,0,0,54,48,1,0,73,53,0,1.3,0,0,53,48,1,
7/29/1969,29,7,1969,FALSE,0,76,54,0,0.01,0,0,61,50,1,0,70,55,0,0,0,0,64,41,0,0,81,56,0,0.16,0,0,64,43,1,0,78,52,0,1,0,0,54,48,1,
7/30/1969,30,7,1969,FALSE,0,84,54,0,1.4,0,0,55,45,1,0,76,54,0,0.01,0,0,61,50,1,0,70,55,0,0,0,0,64,41,0,0,81,56,0,0.16,0,0,64,43,1,
7/31/1969,31,7,1969,FALSE,0,74,57,0,1.05,0,0,54,48,1,0,84,54,0,1.4,0,0,55,45,1,0,76,54,0,0.01,0,0,61,50,1,0,70,55,0,0,0,0,64,41,0,
8/1/1969,1,8,1969,FALSE,0,69,55,0,0.19,0,0,57,45,1,0,74,57,0,1.05,0,0,54,48,1,0,84,54,0,1.4,0,0,55,45,1,0,76,54,0,0.01,0,0,61,50,1,
8/2/1969,2,8,1969,FALSE,0,71,55,0,0,0,0,63,45,0,0,69,55,0,0.19,0,0,57,45,1,0,74,57,0,1.05,0,0,54,48,1,0,84,54,0,1.4,0,0,55,45,1,
8/3/1969,3,8,1969,FALSE,0,73,52,0,0,0,0,66,48,0,0,71,55,0,0,0,0,63,45,0,0,69,55,0,0.19,0,0,57,45,1,0,74,57,0,1.05,0,0,54,48,1,
8/4/1969,4,8,1969,TRUE,0.04,71,55,1,0,0,0,65,43,0,0,73,52,0,0,0,0,66,48,0,0,71,55,0,0,0,0,63,45,0,0,69,55,0,0.19,0,0,57,45,1,
8/5/1969,5,8,1969,TRUE,0.17,72,54,1,0,0,0,67,46,0,0.04,71,55,1,0,0,0,65,43,0,0,73,52,0,0,0,0,66,48,0,0,71,55,0,0,0,0,63,45,0,
8/6/1969,6,8,1969,FALSE,0,72,52,0,0.56,0,0,59,47,1,0.17,72,54,1,0,0,0,67,46,0,0.04,71,55,1,0,0,0,65,43,0,0,73,52,0,0,0,0,66,48,0,
8/7/1969,7,8,1969,FALSE,0,69,56,0,0.82,0,0,60,52,1,0,72,52,0,0.56,0,0,59,47,1,0.17,72,54,1,0,0,0,67,46,0,0.04,71,55,1,0,0,0,65,43,0,
8/8/1969,8,8,1969,FALSE,0,74,54,0,0.31,0,0,60,50,1,0,69,56,0,0.82,0,0,60,52,1,0,72,52,0,0.56,0,0,59,47,1,0.17,72,54,1,0,0,0,67,46,0,
8/9/1969,9,8,1969,FALSE,0,78,55,0,0,0,0,,,0,0,74,54,0,0.31,0,0,60,50,1,0,69,56,0,0.82,0,0,60,52,1,0,72,52,0,0.56,0,0,59,47,1,
8/10/1969,10,8,1969,FALSE,0,69,56,0,1.12,0,0,55,43,1,0,78,55,0,0,0,0,,,0,0,74,54,0,0.31,0,0,60,50,1,0,69,56,0,0.82,0,0,60,52,1,
8/11/1969,11,8,1969,FALSE,0,73,56,0,2.43,0,0,52,42,1,0,69,56,0,1.12,0,0,55,43,1,0,78,55,0,0,0,0,,,0,0,74,54,0,0.31,0,0,60,50,1,
8/12/1969,12,8,1969,FALSE,0,70,54,0,0.11,0,0,50,40,1,0,73,56,0,2.43,0,0,52,42,1,0,69,56,0,1.12,0,0,55,43,1,0,78,55,0,0,0,0,,,0,
8/13/1969,13,8,1969,FALSE,0,78,58,0,2.22,0,0,56,42,1,0,70,54,0,0.11,0,0,50,40,1,0,73,56,0,2.43,0,0,52,42,1,0,69,56,0,1.12,0,0,55,43,1,
8/14/1969,14,8,1969,FALSE,0,84,58,0,0.15,0,0,58,43,1,0,78,58,0,2.22,0,0,56,42,1,0,70,54,0,0.11,0,0,50,40,1,0,73,56,0,2.43,0,0,52,42,1,
8/15/1969,15,8,1969,TRUE,0.01,68,56,1,0.39,0,0,51,43,1,0,84,58,0,0.15,0,0,58,43,1,0,78,58,0,2.22,0,0,56,42,1,0,70,54,0,0.11,0,0,50,40,1,
8/16/1969,16,8,1969,FALSE,0,70,51,0,0.13,0,0,52,44,1,0.01,68,56,1,0.39,0,0,51,43,1,0,84,58,0,0.15,0,0,58,43,1,0,78,58,0,2.22,0,0,56,42,1,
8/17/1969,17,8,1969,FALSE,0,76,52,0,0.7,0,0,50,43,1,0,70,51,0,0.13,0,0,52,44,1,0.01,68,56,1,0.39,0,0,51,43,1,0,84,58,0,0.15,0,0,58,43,1,
8/18/1969,18,8,1969,TRUE,0.02,74,57,1,0.77,0,0,57,43,1,0,76,52,0,0.7,0,0,50,43,1,0,70,51,0,0.13,0,0,52,44,1,0.01,68,56,1,0.39,0,0,51,43,1,
8/19/1969,19,8,1969,FALSE,0,72,58,0,0.52,0,0,58,45,1,0.02,74,57,1,0.77,0,0,57,43,1,0,76,52,0,0.7,0,0,50,43,1,0,70,51,0,0.13,0,0,52,44,1,
8/20/1969,20,8,1969,FALSE,0,74,61,0,0.42,0,0,50,44,1,0,72,58,0,0.52,0,0,58,45,1,0.02,74,57,1,0.77,0,0,57,43,1,0,76,52,0,0.7,0,0,50,43,1,
8/21/1969,21,8,1969,FALSE,0,75,59,0,0.41,0,0,50,43,1,0,74,61,0,0.42,0,0,50,44,1,0,72,58,0,0.52,0,0,58,45,1,0.02,74,57,1,0.77,0,0,57,43,1,
8/22/1969,22,8,1969,FALSE,0,74,54,0,1.27,0,0,50,47,1,0,75,59,0,0.41,0,0,50,43,1,0,74,61,0,0.42,0,0,50,44,1,0,72,58,0,0.52,0,0,58,45,1,
8/23/1969,23,8,1969,FALSE,0,81,54,0,0.03,0,0,55,37,1,0,74,54,0,1.27,0,0,50,47,1,0,75,59,0,0.41,0,0,50,43,1,0,74,61,0,0.42,0,0,50,44,1,
8/24/1969,24,8,1969,TRUE,0.03,76,56,1,0,0,0,59,36,0,0,81,54,0,0.03,0,0,55,37,1,0,74,54,0,1.27,0,0,50,47,1,0,75,59,0,0.41,0,0,50,43,1,
8/25/1969,25,8,1969,FALSE,0,74,59,0,0,0,0,62,45,0,0.03,76,56,1,0,0,0,59,36,0,0,81,54,0,0.03,0,0,55,37,1,0,74,54,0,1.27,0,0,50,47,1,
8/26/1969,26,8,1969,TRUE,0.03,72,51,1,0,0,0,57,43,0,0,74,59,0,0,0,0,62,45,0,0.03,76,56,1,0,0,0,59,36,0,0,81,54,0,0.03,0,0,55,37,1,
8/27/1969,27,8,1969,TRUE,0.15,65,54,1,0,0,0,64,43,0,0.03,72,51,1,0,0,0,57,43,0,0,74,59,0,0,0,0,62,45,0,0.03,76,56,1,0,0,0,59,36,0,
8/28/1969,28,8,1969,FALSE,0,68,55,0,0,0,0,65,44,0,0.15,65,54,1,0,0,0,64,43,0,0.03,72,51,1,0,0,0,57,43,0,0,74,59,0,0,0,0,62,45,0,
8/29/1969,29,8,1969,FALSE,0,71,48,0,0.33,0,0,61,46,1,0,68,55,0,0,0,0,65,44,0,0.15,65,54,1,0,0,0,64,43,0,0.03,72,51,1,0,0,0,57,43,0,
8/30/1969,30,8,1969,FALSE,0,75,51,0,0.5,0,0,53,45,1,0,71,48,0,0.33,0,0,61,46,1,0,68,55,0,0,0,0,65,44,0,0.15,65,54,1,0,0,0,64,43,0,
8/31/1969,31,8,1969,FALSE,0,80,54,0,0.58,0,0,51,50,1,0,75,51,0,0.5,0,0,53,45,1,0,71,48,0,0.33,0,0,61,46,1,0,68,55,0,0,0,0,65,44,0,
9/1/1969,1,9,1969,FALSE,0,83,57,0,0.04,0,0,53,44,1,0,80,54,0,0.58,0,0,51,50,1,0,75,51,0,0.5,0,0,53,45,1,0,71,48,0,0.33,0,0,61,46,1,
9/2/1969,2,9,1969,TRUE,0.01,73,54,1,0.36,0,0,56,46,1,0,83,57,0,0.04,0,0,53,44,1,0,80,54,0,0.58,0,0,51,50,1,0,75,51,0,0.5,0,0,53,45,1,
9/3/1969,3,9,1969,FALSE,0,68,52,0,0,0,0,53,48,0,0.01,73,54,1,0.36,0,0,56,46,1,0,83,57,0,0.04,0,0,53,44,1,0,80,54,0,0.58,0,0,51,50,1,
9/4/1969,4,9,1969,FALSE,0,61,54,0,0,0,0,53,46,0,0,68,52,0,0,0,0,53,48,0,0.01,73,54,1,0.36,0,0,56,46,1,0,83,57,0,0.04,0,0,53,44,1,
9/5/1969,5,9,1969,FALSE,0,70,51,0,0,0,0,54,43,0,0,61,54,0,0,0,0,53,46,0,0,68,52,0,0,0,0,53,48,0,0.01,73,54,1,0.36,0,0,56,46,1,
9/6/1969,6,9,1969,FALSE,0,79,51,0,0,0,0,54,43,0,0,70,51,0,0,0,0,54,43,0,0,61,54,0,0,0,0,53,46,0,0,68,52,0,0,0,0,53,48,0,
9/7/1969,7,9,1969,FALSE,0,85,56,0,1.17,0,0,55,43,1,0,79,51,0,0,0,0,54,43,0,0,70,51,0,0,0,0,54,43,0,0,61,54,0,0,0,0,53,46,0,
9/8/1969,8,9,1969,FALSE,0,83,61,0,0.16,0,0,56,43,1,0,85,56,0,1.17,0,0,55,43,1,0,79,51,0,0,0,0,54,43,0,0,70,51,0,0,0,0,54,43,0,
9/9/1969,9,9,1969,FALSE,0,84,57,0,0.9,0,0,55,45,1,0,83,61,0,0.16,0,0,56,43,1,0,85,56,0,1.17,0,0,55,43,1,0,79,51,0,0,0,0,54,43,0,
9/10/1969,10,9,1969,FALSE,0,81,49,0,2.01,0,0,62,42,1,0,84,57,0,0.9,0,0,55,45,1,0,83,61,0,0.16,0,0,56,43,1,0,85,56,0,1.17,0,0,55,43,1,
9/11/1969,11,9,1969,FALSE,0,81,56,0,0.24,0,0,64,40,1,0,81,49,0,2.01,0,0,62,42,1,0,84,57,0,0.9,0,0,55,45,1,0,83,61,0,0.16,0,0,56,43,1,
9/12/1969,12,9,1969,TRUE,0.05,66,54,1,1.4,0,0,52,44,1,0,81,56,0,0.24,0,0,64,40,1,0,81,49,0,2.01,0,0,62,42,1,0,84,57,0,0.9,0,0,55,45,1,
9/13/1969,13,9,1969,TRUE,0.23,65,48,1,0.18,0,0,56,41,1,0.05,66,54,1,1.4,0,0,52,44,1,0,81,56,0,0.24,0,0,64,40,1,0,81,49,0,2.01,0,0,62,42,1,
9/14/1969,14,9,1969,FALSE,0,66,48,0,0,0,0,58,37,0,0.23,65,48,1,0.18,0,0,56,41,1,0.05,66,54,1,1.4,0,0,52,44,1,0,81,56,0,0.24,0,0,64,40,1,
9/15/1969,15,9,1969,FALSE,0,67,43,0,0,0,0,56,42,0,0,66,48,0,0,0,0,58,37,0,0.23,65,48,1,0.18,0,0,56,41,1,0.05,66,54,1,1.4,0,0,52,44,1,
9/16/1969,16,9,1969,TRUE,0.04,62,51,1,0,0,0,60,36,0,0,67,43,0,0,0,0,56,42,0,0,66,48,0,0,0,0,58,37,0,0.23,65,48,1,0.18,0,0,56,41,1,
9/17/1969,17,9,1969,TRUE,1.26,67,53,1,0,0,0,61,45,0,0.04,62,51,1,0,0,0,60,36,0,0,67,43,0,0,0,0,56,42,0,0,66,48,0,0,0,0,58,37,0,
9/18/1969,18,9,1969,TRUE,0.35,67,53,1,0,0,0,66,44,0,1.26,67,53,1,0,0,0,61,45,0,0.04,62,51,1,0,0,0,60,36,0,0,67,43,0,0,0,0,56,42,0,
9/19/1969,19,9,1969,TRUE,0.74,61,55,1,0,0,0,67,44,0,0.35,67,53,1,0,0,0,66,44,0,1.26,67,53,1,0,0,0,61,45,0,0.04,62,51,1,0,0,0,60,36,0,
9/20/1969,20,9,1969,TRUE,0.13,64,54,1,0,0,0,64,40,0,0.74,61,55,1,0,0,0,67,44,0,0.35,67,53,1,0,0,0,66,44,0,1.26,67,53,1,0,0,0,61,45,0,
9/21/1969,21,9,1969,TRUE,0.13,65,53,1,0,0,0,54,44,0,0.13,64,54,1,0,0,0,64,40,0,0.74,61,55,1,0,0,0,67,44,0,0.35,67,53,1,0,0,0,66,44,0,
9/22/1969,22,9,1969,TRUE,1.27,64,56,1,0.38,0,0,52,43,1,0.13,65,53,1,0,0,0,54,44,0,0.13,64,54,1,0,0,0,64,40,0,0.74,61,55,1,0,0,0,67,44,0,
9/23/1969,23,9,1969,TRUE,0.44,63,54,1,0,0,0,56,42,0,1.27,64,56,1,0.38,0,0,52,43,1,0.13,65,53,1,0,0,0,54,44,0,0.13,64,54,1,0,0,0,64,40,0,
9/24/1969,24,9,1969,TRUE,0.11,65,53,1,0.07,0,0,54,42,1,0.44,63,54,1,0,0,0,56,42,0,1.27,64,56,1,0.38,0,0,52,43,1,0.13,65,53,1,0,0,0,54,44,0,
9/25/1969,25,9,1969,TRUE,0.02,65,53,1,0,0,0,58,38,0,0.11,65,53,1,0.07,0,0,54,42,1,0.44,63,54,1,0,0,0,56,42,0,1.27,64,56,1,0.38,0,0,52,43,1,
9/26/1969,26,9,1969,FALSE,0,66,50,0,0.08,0,0,53,43,1,0.02,65,53,1,0,0,0,58,38,0,0.11,65,53,1,0.07,0,0,54,42,1,0.44,63,54,1,0,0,0,56,42,0,
9/27/1969,27,9,1969,TRUE,0.03,61,52,1,0,0,0,54,39,0,0,66,50,0,0.08,0,0,53,43,1,0.02,65,53,1,0,0,0,58,38,0,0.11,65,53,1,0.07,0,0,54,42,1,
9/28/1969,28,9,1969,TRUE,0.05,63,54,1,0,0,0,53,38,0,0.03,61,52,1,0,0,0,54,39,0,0,66,50,0,0.08,0,0,53,43,1,0.02,65,53,1,0,0,0,58,38,0,
9/29/1969,29,9,1969,TRUE,0.37,61,53,1,0.43,0,0,47,43,1,0.05,63,54,1,0,0,0,53,38,0,0.03,61,52,1,0,0,0,54,39,0,0,66,50,0,0.08,0,0,53,43,1,
9/30/1969,30,9,1969,TRUE,0.34,63,52,1,1.01,0,0,46,42,1,0.37,61,53,1,0.43,0,0,47,43,1,0.05,63,54,1,0,0,0,53,38,0,0.03,61,52,1,0,0,0,54,39,0,
10/1/1969,1,10,1969,TRUE,0.06,61,51,1,0.26,0,0,48,40,1,0.34,63,52,1,1.01,0,0,46,42,1,0.37,61,53,1,0.43,0,0,47,43,1,0.05,63,54,1,0,0,0,53,38,0,
10/2/1969,2,10,1969,FALSE,0,59,46,0,0.06,0,0,51,43,1,0.06,61,51,1,0.26,0,0,48,40,1,0.34,63,52,1,1.01,0,0,46,42,1,0.37,61,53,1,0.43,0,0,47,43,1,
10/3/1969,3,10,1969,FALSE,0,59,46,0,0.66,0,0,52,45,1,0,59,46,0,0.06,0,0,51,43,1,0.06,61,51,1,0.26,0,0,48,40,1,0.34,63,52,1,1.01,0,0,46,42,1,
10/4/1969,4,10,1969,FALSE,0,60,42,0,1.03,0,0,54,48,1,0,59,46,0,0.66,0,0,52,45,1,0,59,46,0,0.06,0,0,51,43,1,0.06,61,51,1,0.26,0,0,48,40,1,
10/5/1969,5,10,1969,FALSE,0,65,43,0,1.17,0,0,54,43,1,0,60,42,0,1.03,0,0,54,48,1,0,59,46,0,0.66,0,0,52,45,1,0,59,46,0,0.06,0,0,51,43,1,
10/6/1969,6,10,1969,FALSE,0,73,47,0,0.43,0,0,54,42,1,0,65,43,0,1.17,0,0,54,43,1,0,60,42,0,1.03,0,0,54,48,1,0,59,46,0,0.66,0,0,52,45,1,
10/7/1969,7,10,1969,TRUE,0.49,62,53,1,0.1,0,0,54,45,1,0,73,47,0,0.43,0,0,54,42,1,0,65,43,0,1.17,0,0,54,43,1,0,60,42,0,1.03,0,0,54,48,1,
10/8/1969,8,10,1969,TRUE,0.22,59,50,1,0.41,0,0,54,45,1,0.49,62,53,1,0.1,0,0,54,45,1,0,73,47,0,0.43,0,0,54,42,1,0,65,43,0,1.17,0,0,54,43,1,
10/9/1969,9,10,1969,TRUE,0.01,60,47,1,0.24,0,0,49,41,1,0.22,59,50,1,0.41,0,0,54,45,1,0.49,62,53,1,0.1,0,0,54,45,1,0,73,47,0,0.43,0,0,54,42,1,
10/10/1969,10,10,1969,FALSE,0,56,42,0,0.07,0,0,52,41,1,0.01,60,47,1,0.24,0,0,49,41,1,0.22,59,50,1,0.41,0,0,54,45,1,0.49,62,53,1,0.1,0,0,54,45,1,
10/11/1969,11,10,1969,FALSE,0,58,37,0,0,0,0,52,38,0,0,56,42,0,0.07,0,0,52,41,1,0.01,60,47,1,0.24,0,0,49,41,1,0.22,59,50,1,0.41,0,0,54,45,1,
10/12/1969,12,10,1969,FALSE,0,60,44,0,0.4,0,0,53,41,1,0,58,37,0,0,0,0,52,38,0,0,56,42,0,0.07,0,0,52,41,1,0.01,60,47,1,0.24,0,0,49,41,1,
10/13/1969,13,10,1969,FALSE,0,58,40,0,0,0,0,54,34,0,0,60,44,0,0.4,0,0,53,41,1,0,58,37,0,0,0,0,52,38,0,0,56,42,0,0.07,0,0,52,41,1,
10/14/1969,14,10,1969,FALSE,0,61,37,0,0,0,0,52,32,0,0,58,40,0,0,0,0,54,34,0,0,60,44,0,0.4,0,0,53,41,1,0,58,37,0,0,0,0,52,38,0,
10/15/1969,15,10,1969,FALSE,0,67,44,0,0,0,0,58,37,0,0,61,37,0,0,0,0,52,32,0,0,58,40,0,0,0,0,54,34,0,0,60,44,0,0.4,0,0,53,41,1,
10/16/1969,16,10,1969,TRUE,0.02,59,43,1,0,0,0,59,36,0,0,67,44,0,0,0,0,58,37,0,0,61,37,0,0,0,0,52,32,0,0,58,40,0,0,0,0,54,34,0,
10/17/1969,17,10,1969,FALSE,0,55,37,0,0,0,0,55,33,0,0.02,59,43,1,0,0,0,59,36,0,0,67,44,0,0,0,0,58,37,0,0,61,37,0,0,0,0,52,32,0,
10/18/1969,18,10,1969,FALSE,0,51,35,0,0.24,0,0,52,38,1,0,55,37,0,0,0,0,55,33,0,0.02,59,43,1,0,0,0,59,36,0,0,67,44,0,0,0,0,58,37,0,
10/19/1969,19,10,1969,FALSE,0,52,37,0,0.77,0,0,46,41,1,0,51,35,0,0.24,0,0,52,38,1,0,55,37,0,0,0,0,55,33,0,0.02,59,43,1,0,0,0,59,36,0,
10/20/1969,20,10,1969,FALSE,0,58,51,0,0.06,0,0,47,39,1,0,52,37,0,0.77,0,0,46,41,1,0,51,35,0,0.24,0,0,52,38,1,0,55,37,0,0,0,0,55,33,0,
10/21/1969,21,10,1969,FALSE,0,70,47,0,0.71,0,0,48,37,1,0,58,51,0,0.06,0,0,47,39,1,0,52,37,0,0.77,0,0,46,41,1,0,51,35,0,0.24,0,0,52,38,1,
10/22/1969,22,10,1969,TRUE,0.01,54,46,1,0,0,0,49,36,0,0,70,47,0,0.71,0,0,48,37,1,0,58,51,0,0.06,0,0,47,39,1,0,52,37,0,0.77,0,0,46,41,1,
10/23/1969,23,10,1969,FALSE,0,55,41,0,0,0,0,47,34,0,0.01,54,46,1,0,0,0,49,36,0,0,70,47,0,0.71,0,0,48,37,1,0,58,51,0,0.06,0,0,47,39,1,
10/24/1969,24,10,1969,TRUE,0.03,55,44,1,0,0,0,50,36,0,0,55,41,0,0,0,0,47,34,0,0.01,54,46,1,0,0,0,49,36,0,0,70,47,0,0.71,0,0,48,37,1,
10/25/1969,25,10,1969,FALSE,0,61,44,0,0,0,0,52,37,0,0.03,55,44,1,0,0,0,50,36,0,0,55,41,0,0,0,0,47,34,0,0.01,54,46,1,0,0,0,49,36,0,
10/26/1969,26,10,1969,TRUE,0.05,64,53,1,0,0,0,52,32,0,0,61,44,0,0,0,0,52,37,0,0.03,55,44,1,0,0,0,50,36,0,0,55,41,0,0,0,0,47,34,0,
10/27/1969,27,10,1969,TRUE,0.18,58,49,1,0,0,0,52,29,0,0.05,64,53,1,0,0,0,52,32,0,0,61,44,0,0,0,0,52,37,0,0.03,55,44,1,0,0,0,50,36,0,
10/28/1969,28,10,1969,TRUE,0.05,60,48,1,0.61,0,0,41,32,1,0.18,58,49,1,0,0,0,52,29,0,0.05,64,53,1,0,0,0,52,32,0,0,61,44,0,0,0,0,52,37,0,
10/29/1969,29,10,1969,TRUE,0.06,58,51,1,1.85,0,0,35,31,1,0.05,60,48,1,0.61,0,0,41,32,1,0.18,58,49,1,0,0,0,52,29,0,0.05,64,53,1,0,0,0,52,32,0,
10/30/1969,30,10,1969,TRUE,0.01,61,50,1,1.54,0,0,38,31,1,0.06,58,51,1,1.85,0,0,35,31,1,0.05,60,48,1,0.61,0,0,41,32,1,0.18,58,49,1,0,0,0,52,29,0,
